,country,article_name,article_quality_est.,population
39183,Ghana,Edward Akufo-Addo,Start,31073000.0
39184,Argentina,Jorge Zorreguieta,C,45377000.0
39185,Armenia,Vladik Khachatryan,Stub,2956000.0
39186,France,Jean-Jacques Urvoas,Start,64940000.0
39187,Canada,Lise Thibault,C,38190000.0
39188,Moldova,Grigore Scafaru,Stub,3535000.0
39189,Russia,Valery Rashkin,Stub,146733000.0
39190,Estonia,Elmar Lipping,Stub,1331000.0
39191,Estonia,Ülle Madise,Stub,1331000.0
39192,Thailand,Banharn Silpa-archa,C,66534000.0
39193,China,Tang Shaoyi,Start,1402385000.0
39194,Zimbabwe,Edna Madzongwe,Start,14863000.0
39195,France,Joseph Rovan,Start,64940000.0
39196,New Zealand,Marilyn Waring,C,4987000.0
39197,Belgium,Félix de Mérode,Start,11515000.0
39198,United States,Steve Lonegan,C,329878000.0
39199,United States,Parker Griffith,C,329878000.0
39200,Italy,Vittorio Ambrosini,Stub,60296000.0
39201,Italy,Eleonora Bechis,Stub,60296000.0
39202,Italy,Rita Bernardini,Stub,60296000.0
39203,Bosnia-Herzegovina,Safet Halilović,Stub,3281000.0
39204,Mongolia,President of Mongolia,C,3361000.0
39205,Pakistan,Gul Khan Nasir,B,220940000.0
39207,Senegal,Arame Diène,Stub,16744000.0
39208,Albania,Mehmet Shehu,C,2838000.0
39209,Senegal,Aïda Mbaye,Stub,16744000.0
39210,Sri Lanka,V. T. Nanayakkara,Stub,21937000.0
39211,Jamaica,Mary Morris Knibb,C,2809000.0
39212,Afghanistan,Shah Gul Rezai,Stub,38928000.0
39213,Argentina,Álvaro Alsogaray,C,45377000.0
39214,France,Xavier Haegy,Stub,64940000.0
39215,Philippines,Atoy Co,C,109581000.0
39216,Pakistan,Sultan Ali Chaudhry,Stub,220940000.0
39217,Iraq,Raja Habib al-Khuzaai,Stub,39725000.0
39218,Afghanistan,Seema Jowenda,Start,38928000.0
39219,Uganda,Christopher Kibanzanga,Start,45741000.0
39220,Solomon Islands,Derek Sikua,Start,715000.0
39221,Philippines,E.R. Ejercito,C,109581000.0
39222,Senegal,Alioune Sarr,C,16744000.0
39223,Senegal,Youssou Diagne,Stub,16744000.0
39224,Germany,Joss Fritz,Stub,83300000.0
39225,Nigeria,Lai Mohammed,Start,206140000.0
39226,Hungary,Imre Hollai,Start,9767000.0
39227,China,Zhang Ti,Stub,1402385000.0
39229,Palestinian Territory,Jibril Rajoub,C,5008000.0
39230,Poland,Adam Andruszkiewicz,Stub,38368000.0
39231,Poland,Jan Chryzostom Czapski,Start,38368000.0
39232,Malaysia,Ahmad Shabery Cheek,Start,32781000.0
39233,Turkey,Erkan Mumcu,Start,83737000.0
39234,Australia,Carmel Zollo,Start,25754000.0
39235,Austria,Hans Peter Haselsteiner,Start,8914000.0
39236,New Zealand,Eva Rickard,Start,4987000.0
39237,Finland,Antti Isotalo (Jäger),Stub,5529000.0
39238,Iraq,Ahmed Barzani,Start,39725000.0
39239,Pakistan,John Kenneth Williams,Stub,220940000.0
39240,Pakistan,Kalsoom Perveen,Start,220940000.0
39241,Pakistan,Muhammad Usman Khan Kakar,Stub,220940000.0
39242,Pakistan,Mushahid Ullah Khan,Start,220940000.0
39243,Pakistan,Nehal Hashmi,Start,220940000.0
39244,Pakistan,Rahila Magsi,Stub,220940000.0
39245,Pakistan,Sherry Rehman,GA,220940000.0
39246,Haiti,Alix Balmir,Stub,11403000.0
39247,Canada,Peter Fonseca,Start,38190000.0
39248,Brazil,Evaldo Cabral de Mello,Start,211812000.0
39249,United Kingdom,"Barnett Janner, Baron Janner",C,67160000.0
39250,Peru,Alfredo Solf y Muro,Stub,32824000.0
39251,Sweden,Fritiof Domö,Start,10377000.0
39252,Sudan,Al-Jazuli Daf'allah,Stub,43849000.0
39253,Congo,List of mayors of Brazzaville,Stub,5518000.0
39255,Russia,Dimitry Vasiliev,Start,146733000.0
39256,Montenegro,"Nicholas, Crown Prince of Montenegro",C,622000.0
39257,Finland,Carl Axel Gottlund,B,5529000.0
39258,Afghanistan,Mohammad Mohaqiq,Start,38928000.0
39259,Afghanistan,Ramazan Bashardost,C,38928000.0
39260,Taiwan,Wellington Koo,GA,23610000.0
39261,India,A.K. Chellaiya,Stub,1400100000.0
39262,Venezuela,Moisés Naím,C,28645000.0
39263,Israel,Rifaat Turk,Start,9216000.0
39264,Qatar,List of emirs of Qatar,Start,2839000.0
39265,Latvia,Krišjānis Valdemārs,Start,1902000.0
39266,Senegal,Ramatoulaye Seck,Stub,16744000.0
39267,Somalia,Abdiqasim Salad Hassan,C,15893000.0
39268,Israel,Asma Agbarieh,Start,9216000.0
39269,Montenegro,"Danilo, Crown Prince of Montenegro",Start,622000.0
39270,Netherlands,Eveline Herfkens,C,17467000.0
39271,Sudan,Malik Agar,Start,43849000.0
39272,Philippines,Evelio Javier,C,109581000.0
39273,Saudi Arabia,House of Saud,FA,35041000.0
39274,Spain,Alonso de Cáceres,C,47635000.0
39275,Chile,Evelyn Matthei,C,19470000.0
39276,India,Vijay Singh Yadav,Stub,1400100000.0
39277,Pakistan,Shahbaz Taseer,Stub,220940000.0
39278,Russia,Olga Yepifanova,Stub,146733000.0
39279,Ireland,Michael O'Kennedy,C,5003000.0
39280,Libya,Abdul Ati al-Obeidi,Start,6891000.0
39281,Serbia,Ana Brnabić,C,6957000.0
39282,Kenya,Lee Kinyanjui,Stub,53528000.0
39283,Rwanda,Papias Malimba Musafiri,Start,12952000.0
39284,Kenya,Cornel Rasanga Amoth,Start,53528000.0
39285,Pakistan,Agha Shorish Kashmiri,Start,220940000.0
39286,Pakistan,Khawaja Salman Rafique,Stub,220940000.0
39287,Canada,Viola Wyse,C,38190000.0
39288,Libya,Muhammad az-Zaruq Rajab,Stub,6891000.0
39289,Pakistan,Shazia Ashfaq Mattu,Stub,220940000.0
39290,Pakistan,Khawaja Muhammad Safdar,Stub,220940000.0
39291,Fiji,Mahendra Chaudhry,C,896000.0
39292,Bangladesh,Nawab Ali Abbas Khan,Stub,169809000.0
39294,Canada,Lionel Conacher,GA,38190000.0
39295,Montenegro,Duško Marković,Start,622000.0
39296,Pakistan,Qasim Zia,Start,220940000.0
39297,Kyrgyzstan,Kanat Sadykov,Stub,6594000.0
39299,Russia,Yevgeny Moskvichev,Stub,146733000.0
39300,India,List of politicians of Kerala,Start,1400100000.0
39301,Gambia,Amadou Sanneh,C,2417000.0
39302,Lebanon,Amal Abou Zeid,Start,6825000.0
39303,Ethiopia,Yilma Deressa,Start,114916000.0
39304,Malaysia,Amani Williams Hunt Abdullah,C,32781000.0
39306,Central African Republic,Ambroisine Kpongo,Start,4830000.0
39307,Ghana,Amerley Ollennu Awua-Asamoa,Stub,31073000.0
39308,Haiti,René Préval,C,11403000.0
39309,Nepal,Tanka Prasad Acharya,Start,29996000.0
39310,Nigeria,Amina Titi Atiku-Abubakar,Start,206140000.0
39311,Iran,Amir-Hossein Ghazizadeh Hashemi,Stub,84150000.0
39312,France,Émile Deshayes de Marcère,Stub,64940000.0
39313,China,Wang Hongwen,Start,1402385000.0
39314,Albania,Pandeli Majko,Start,2838000.0
39315,China,Bai Lichen,Start,1402385000.0
39316,China,Xian Hui,Start,1402385000.0
39317,France,Joseph-Ignace Guillotin,C,64940000.0
39318,China,Ma Linyi,Stub,1402385000.0
39319,China,Ma Xinyi,Start,1402385000.0
39320,China,Yang Jingren,Stub,1402385000.0
39321,Bahrain,Abu Tahir al-Jannabi,C,1465000.0
39322,Argentina,María Julia Alsogaray,C,45377000.0
39323,Germany,Anke Spoorendonk,Start,83300000.0
39324,Ukraine,Evgenij Balitchi,Start,41778000.0
39325,United Kingdom,Ros Altmann,C,67160000.0
39326,Dominican Republic,Miguel Vargas,C,10500000.0
39327,Italy,Anton Giulio Barrili,Stub,60296000.0
39328,Canada,Marie-Françoise Mégie,Stub,38190000.0
39329,China,Yang Yichen (Sui dynasty),Start,1402385000.0
39330,Canada,Greg Joy,Start,38190000.0
39331,Italy,Francesco Domenico Guerrazzi,Start,60296000.0
39332,Canada,Emmanuel Dubourg,Start,38190000.0
39333,Italy,Ferdinando Petruccelli della Gattina,C,60296000.0
39334,South Africa,Chris Hani,C,59628000.0
39335,Spain,Nuño de Guzmán,C,47635000.0
39338,Austria,Ewald Nowotny,Start,8914000.0
39339,Hungary,József Varga (politician),Stub,9767000.0
39340,Israel,Yitzhak Shamir,GA,9216000.0
39341,Sri Lanka,Jayalath Jayawardena,Stub,21937000.0
39342,India,Ninan Koshy,Stub,1400100000.0
39343,Australia,Les Craig,Start,25754000.0
39344,Australia,Henry Curran,Start,25754000.0
39345,Australia,Graham Edwards (politician),Start,25754000.0
39346,Australia,Iven Manning,Start,25754000.0
39347,Australia,Rob Pyne,C,25754000.0
39348,Australia,Paul Collier (activist),Stub,25754000.0
39349,Hungary,Orbán Kolompár,Stub,9767000.0
39351,France,Michel Poniatowski,C,64940000.0
39352,Sweden,Jöran Persson,B,10377000.0
39353,Mali,Tiémoko Sangaré,Stub,20251000.0
39354,Sudan,Salva Kiir Mayardit,GA,43849000.0
39355,United States,Arlen Specter,GA,329878000.0
39356,United Kingdom,David Weitzman,Start,67160000.0
39357,Iran,Alireza Rahimi (politician),Stub,84150000.0
39358,Austria,Heinrich Ritter von Kogerer,Stub,8914000.0
39359,United Kingdom,"Gervase Clifton, 1st Baron Clifton",Start,67160000.0
39360,Trinidad and Tobago,Kamla Persad-Bissessar,C,1369000.0
39361,Brazil,Aldo Rebelo,Start,211812000.0
39362,United States,Maurice Britt,C,329878000.0
39363,United States,Thomas Jefferson Rusk,C,329878000.0
39364,United States,Anson Jones,C,329878000.0
39365,Somalia,Muna Khalif,Start,15893000.0
39366,Israel,Zalman Shazar,C,9216000.0
39367,Israel,Yitzhak Navon,C,9216000.0
39368,Ireland,Chaim Herzog,C,5003000.0
39369,Colombia,Luis Carlos Galán,B,49444000.0
39370,Sri Lanka,Joseph Michael Perera,Stub,21937000.0
39371,Turkey,Nezihe Muhiddin,Start,83737000.0
39372,Tunisia,Abu l-Hasan Ali I,Start,11896000.0
39373,Tunisia,Ali II ibn Hussein,Stub,11896000.0
39374,Palestinian Territory,Abdelrahman al-Dajani,Stub,5008000.0
39375,Kuwait,Abdullah I Al-Sabah,Stub,4691000.0
39376,Palestinian Territory,Ahmad Agha Duzdar,Stub,5008000.0
39377,Turkey,Muhib Efendi,Stub,83737000.0
39378,Tunisia,Hammuda ibn Ali,Stub,11896000.0
39379,Kuwait,Jaber I Al-Sabah,Stub,4691000.0
39380,Israel,Ahmad Effendi Jalabi,Stub,9216000.0
39381,Palestinian Territory,Musa al-Alami (mayor of Jerusalem),Stub,5008000.0
39382,Israel,Najib Effendi al-Yasin,Stub,9216000.0
39383,Kuwait,Sabah II Al-Sabah,Stub,4691000.0
39384,Tunisia,Uthman ibn Ali (Bey of Tunis),Stub,11896000.0
39385,Ireland,Mary McAleese,C,5003000.0
39386,Albania,Hysni Curri,Start,2838000.0
39387,Albania,Aqif Pasha Elbasani,C,2838000.0
39388,Albania,Spiridon Ilo,Start,2838000.0
39389,Albania,Qemal Karaosmani,Start,2838000.0
39390,Albania,Babë Dud Karbunara,Start,2838000.0
39391,Albania,Veli Këlcyra,Start,2838000.0
39392,Albania,Kostaq Kota,Stub,2838000.0
39393,Albania,Ismet Bey Kryeziu,Start,2838000.0
39394,Albania,Gjon Markagjoni,C,2838000.0
39395,Albania,Dhimitër Mborja,Start,2838000.0
39396,Albania,Behxhet Nepravishta,Stub,2838000.0
39397,Albania,Zyhdi Ohri,Stub,2838000.0
39398,Albania,Thoma Orollogaj,Start,2838000.0
39399,Albania,Kadri Prishtina,Start,2838000.0
39400,Albania,Ymer Prizreni,Start,2838000.0
39401,Albania,Aristidh Ruci,Start,2838000.0
39402,Albania,Nuri Sojliu,Stub,2838000.0
39403,Albania,Essad Pasha Toptani,C,2838000.0
39404,Albania,Dhimitër Tutulani,C,2838000.0
39405,Albania,Aziz Vrioni,Start,2838000.0
39406,Albania,Qemal Bey Vrioni,Start,2838000.0
39407,Albania,Sami Bey Vrioni,Start,2838000.0
39408,Albania,Salih Bey Vuçitërni,Start,2838000.0
39409,Albania,Dhimitër Zografi,Start,2838000.0
39410,Saudi Arabia,Abdul Rahman bin Faisal,Start,35041000.0
39411,Syria,Mohammed Ali Bey al-Abed,Start,19398000.0
39412,Syria,Sultan al-Atrash,C,19398000.0
39413,Lebanon,Shakib Arslan,Start,6825000.0
39414,Syria,Ata Bey al-Ayyubi,Start,19398000.0
39415,Syria,Khalid al-Azm,C,19398000.0
39416,Saudi Arabia,Faisal bin Turki bin Abdullah Al Saud,Start,35041000.0
39417,Iraq,Mohammed Hadid,Start,39725000.0
39418,Saudi Arabia,Ibrahim bin Abdullah Al Suwaiyel,Start,35041000.0
39419,Palestinian Territory,Hussam ad-Din Jarallah,Start,5008000.0
39420,Syria,Shukri al-Quwatli,FA,19398000.0
39421,Kuwait,Sabah I bin Jaber,Start,4691000.0
39422,Iraq,Naji Shawkat,Start,39725000.0
39423,Yemen,Yahya Muhammad Hamid ed-Din,C,29826000.0
39424,Armenia,Daniel-Bek of Sassun,Start,2956000.0
39425,Armenia,Parunak Ferukhan,Stub,2956000.0
39426,Syria,Hrant Maloyan,B,19398000.0
39427,Armenia,Khachatur-Bek of Mush,Stub,2956000.0
39428,Armenia,Khachatur Malumian,Start,2956000.0
39429,Lebanon,Vahan Papazian,Stub,6825000.0
39430,Armenia,Paul Paul,Start,2956000.0
39431,Armenia,Nahapet Rusinian,Start,2956000.0
39432,Armenia,Servitchen,Stub,2956000.0
39433,Armenia,Gegham Ter-Karapetian,Stub,2956000.0
39434,Armenia,Berç Türker Keresteciyan,C,2956000.0
39435,Armenia,Kegham Vanigian,Start,2956000.0
39436,United Kingdom,Hugh Bethell (died 1679),Start,67160000.0
39437,Greece,Gregory Aristarchis,Stub,10700000.0
39438,Greece,Apostolos Grozos,Stub,10700000.0
39439,Greece,Komninos Pyromaglou,Start,10700000.0
39440,Russia,Konstantin Rodofinikin,Stub,146733000.0
39441,Iran,Sharafkhan Bidlisi,C,84150000.0
39442,Iraq,Mulla Effendi,GA,39725000.0
39443,Iran,Ferzende,Start,84150000.0
39444,Turkey,Ibrahim Heski,Start,83737000.0
39445,Turkey,Ihsan Nuri,C,83737000.0
39446,Iraq,Bakr Sidqi,C,39725000.0
39447,Lebanon,Auguste Adib Pacha,Start,6825000.0
39448,Lebanon,Abdallah Beyhum,Stub,6825000.0
39449,Lebanon,Khaled Chehab,Stub,6825000.0
39450,Lebanon,Émile Eddé,Stub,6825000.0
39451,Serbia,Bogdan Radenković,C,6957000.0
39452,Turkey,Celadet Bedir Khan,C,83737000.0
39453,Tunisia,Rashid al-Shakir Sahib al-Taba'a,C,11896000.0
39454,Algeria,Hayreddin Barbarossa,B,44357000.0
39455,Egypt,Mahmoud Samy El Baroudy,Stub,100803000.0
39456,Taiwan,Yu Hanmou,Stub,23610000.0
39457,Jamaica,"John Vaughan, 3rd Earl of Carbery",Start,2809000.0
39458,Tunisia,Mahmoud Djellouli,Start,11896000.0
39459,Albania,Ali Asllani,Start,2838000.0
39460,Albania,Eqrem Vlora,C,2838000.0
39461,Turkey,Reşit Ronabar,Stub,83737000.0
39462,Turkey,Şükrullah,Stub,83737000.0
39463,Russia,Dimitrie Cantemir,C,146733000.0
39464,Albania,Ahmed Dino,Stub,2838000.0
39465,Jordan,Ali Khulqi Alsharairi,Start,10679000.0
39466,Turkey,Besim Bey,Stub,83737000.0
39467,Turkey,Emmanuel Carasso,Start,83737000.0
39468,Albania,Nexhip Draga,Start,2838000.0
39469,Albania,Mihal Kasso,Stub,2838000.0
39470,Albania,Shahin Kolonja,Start,2838000.0
39471,Albania,Myfid bej Libohova,C,2838000.0
39472,Albania,Hasan Prishtina,C,2838000.0
39473,Palestinian Territory,As'ad Shukeiri,Stub,5008000.0
39474,Armenia,Kasbar Sinabian,Stub,2956000.0
39475,Albania,Syrja Vlora,Start,2838000.0
39476,Albania,Mahmud Xhelaledini,Stub,2838000.0
39477,Morocco,Pallache family,B,35952000.0
39479,Armenia,Krikor Odian,Stub,2956000.0
39480,Turkey,Reşat Nuri Güntekin,Start,83737000.0
39481,Turkey,Hüseyin Rahmi Gürpınar,Stub,83737000.0
39482,Syria,Ahmad Izzat al-Abid,Stub,19398000.0
39483,Greece,Avraam Vaporidis,Stub,10700000.0
39484,Bulgaria,Alexander Bogoridi,Start,6927000.0
39485,Greece,Georgios Kourtoglou,Stub,10700000.0
39486,Syria,Mar'i Pasha al-Mallah,Start,19398000.0
39487,Turkey,Mustafa Arif Deymer,Start,83737000.0
39488,Armenia,Mekertich Portukalian,Stub,2956000.0
39489,Armenia,Vartkes Serengülian,Stub,2956000.0
39490,Albania,Ali Pasha of Gusinje,Start,2838000.0
39491,Greece,Sofoklis Avraam Choudaverdoglou-Theodotos,Start,10700000.0
39492,Greece,Nikolaos Tsourouktsoglou,Start,10700000.0
39493,Armenia,Krikor Zohrab,C,2956000.0
39494,Turkey,Halet Efendi,Start,83737000.0
39495,United Kingdom,John Hampden (1653–1696),Start,67160000.0
39496,United Kingdom,Benjamin Newland,Stub,67160000.0
39497,United Kingdom,"Charles Granville, 2nd Earl of Bath",Start,67160000.0
39498,Jamaica,"Sir Charles Lyttelton, 3rd Baronet",Start,2809000.0
39499,Germany,Hans Amler,Stub,83300000.0
39500,Bulgaria,Zhelyu Zhelev,C,6927000.0
39501,Ireland,"Lionel Boyle, 3rd Earl of Orrery",Stub,5003000.0
39502,Chile,Orlando Letelier,C,19470000.0
39503,Germany,Bärbel Dieckmann,Start,83300000.0
39504,Germany,Gerhard Schick,Start,83300000.0
39505,Germany,Heinz Fenrich,Stub,83300000.0
39506,Germany,Christel Augenstein,Stub,83300000.0
39507,Cambodia,Khem Veasna,C,15497000.0
39508,Germany,Else Schmitt,Stub,83300000.0
39509,Germany,Georg Nusch,Stub,83300000.0
39510,Germany,Inge Hannemann,C,83300000.0
39511,Philippines,List of ancient Philippine consorts,GA,109581000.0
39512,Bangladesh,Mohammad Baitullah,Start,169809000.0
39513,Kenya,Amram Musungu,Stub,53528000.0
39514,Paraguay,Tomás Romero Pereira,Stub,7255000.0
39515,Nicaragua,Francisco Urcuyo,Stub,6596000.0
39516,Israel,Binyamin Elon,C,9216000.0
39517,Israel,Zevulun Orlev,Start,9216000.0
39518,India,Vijay Sampla,Start,1400100000.0
39519,South Africa,Allan Boesak,C,59628000.0
39520,Israel,Moshe Feiglin,B,9216000.0
39521,Malaysia,Abang Haji Openg,Start,32781000.0
39522,Albania,Lefter Koka,Stub,2838000.0
39523,Albania,Genc Pollo,Start,2838000.0
39524,Israel,Yehuda Amital,C,9216000.0
39525,Spain,Dolors Montserrat,Start,47635000.0
39526,Turkey,Ahmet Kurtcebe Alptemoçin,Stub,83737000.0
39527,Turkey,Mesut Yılmaz,C,83737000.0
39528,Turkey,Güneş Taner,C,83737000.0
39529,Sri Lanka,Hector Kobbekaduwa,Stub,21937000.0
39530,Philippines,Ambrosio Padilla,C,109581000.0
39531,Turkey,Kâmran İnan,Start,83737000.0
39532,Turkey,Fikri Sağlar,Start,83737000.0
39533,Turkey,Mehmet Altınsoy,Start,83737000.0
39534,Turkey,Namık Kemal Zeybek,Start,83737000.0
39535,Turkey,Şükrü Sina Gürel,Start,83737000.0
39536,Germany,Ramona Pop,Start,83300000.0
39537,Turkey,Tayyibe Gülek,Start,83737000.0
39538,Pakistan,Agha Siraj Durrani,Start,220940000.0
39539,Turkey,Mehmet Aydın,Stub,83737000.0
39540,Turkey,Beşir Atalay,Start,83737000.0
39541,Turkey,Nimet Baş,Start,83737000.0
39542,Turkey,Hayati Yazıcı,Start,83737000.0
39543,Guinea-Bissau,Victor Saúde Maria,Stub,1927000.0
39544,Turkey,Nazım Ekren,Start,83737000.0
39545,Turkey,Selma Aliye Kavaf,Start,83737000.0
39546,Turkey,Faruk Çelik,Start,83737000.0
39547,Turkey,Murat Başesgioğlu,Start,83737000.0
39548,Turkey,Faruk Nafız Özak,Stub,83737000.0
39549,United States,George Petak,Stub,329878000.0
39551,Syria,Anas al-Abdah,Start,19398000.0
39553,Philippines,Haydee Yorac,Start,109581000.0
39554,Luxembourg,Tessy Scholtes,Stub,632000.0
39555,Finland,Ben Zyskowicz,Start,5529000.0
39556,Iran,Safar Naeimi,Stub,84150000.0
39557,Russia,Valeriya Novodvorskaya,GA,146733000.0
39558,Pakistan,Abdul Rehman Khan Kanju,Start,220940000.0
39559,Pakistan,Muhammad Junaid Anwar Chaudhry,Start,220940000.0
39560,Thailand,Thanin Kraivichien,Start,66534000.0
39561,France,Stephen Pichon,Start,64940000.0
39562,Estonia,Peeter Põld,Stub,1331000.0
39563,Palestinian Territory,Eyad al-Sarraj,Start,5008000.0
39564,France,Alain Bruneel,Stub,64940000.0
39565,Egypt,Yasser Shamsaldin Mohamad,C,100803000.0
39566,Ethiopia,Tesfaye Gebre Kidan,Start,114916000.0
39567,Rwanda,Augustin Iyamuremye,Stub,12952000.0
39568,Poland,Bronisław Geremek,C,38368000.0
39569,Austria,Anton Füster,Start,8914000.0
39570,Switzerland,Stéphane Rossini,Start,8634000.0
39571,Ukraine,Alla Yaroshinskaya,C,41778000.0
39572,Lebanon,Charles Debbas,Stub,6825000.0
39573,Lebanon,René Moawad,C,6825000.0
39574,Israel,Uri Avnery,C,9216000.0
39575,Gambia,Assan Musa Camara,C,2417000.0
39576,Saudi Arabia,Ahmed bin Abdulaziz Al Saud,C,35041000.0
39577,Pakistan,Abdul Kadir Khanzada,Stub,220940000.0
39578,Nepal,Mahesh Basnet,Start,29996000.0
39579,Dominican Republic,Juan Vicente Moscoso,Start,10500000.0
39581,Germany,Jörg Meuthen,Stub,83300000.0
39582,Netherlands,Thomas Bastiaan Pleyte,Stub,17467000.0
39583,Russia,Vladislav Ignatov,Stub,146733000.0
39585,Botswana,Shaw Kgathi,Stub,2317000.0
39586,Canada,Ezekiel Hart,GA,38190000.0
39587,Papua New Guinea,Ezekiel Massat,Start,8950000.0
39588,Uganda,Ezekiel Tenywa Wako of Busoga,Stub,45741000.0
39589,Chile,María de la Cruz,Start,19470000.0
39590,China,Zheng Xiaoyu,C,1402385000.0
39591,China,Cheng Kejie,Start,1402385000.0
39592,Bangladesh,Rezaul Karim (diplomat),Start,169809000.0
39593,Algeria,Ahmed Bey ben Mohamed Chérif,Start,44357000.0
39594,Botswana,Sheila Tlou,Start,2317000.0
39595,United States,Joel Pollak,C,329878000.0
39596,United States,William Clark Falkner,Start,329878000.0
39597,Iraq,Ezzedine Salim,Start,39725000.0
39598,United States,Alyson Kennedy,Start,329878000.0
39599,Turkey,Leyla Zana,C,83737000.0
39600,Canada,James Gladstone,Start,38190000.0
39601,Argentina,Amadeo Sabattini,Start,45377000.0
39602,India,P. D. T. Acharya,Stub,1400100000.0
39603,Angola,Bornito de Sousa,Start,32522000.0
39604,Paraguay,President of Paraguay,C,7255000.0
39606,Mexico,Velia Aguilar Armendáriz,Stub,127792000.0
39607,Italy,Luca Coscioni,B,60296000.0
39609,Thailand,Payao Poontarat,Start,66534000.0
39610,Ethiopia,Ato Shemsedin Ahmed,Start,114916000.0
39611,Qatar,Abdullah bin Nasser bin Khalifa Al Thani,C,2839000.0
39612,China,Li Dongyang,Stub,1402385000.0
